headword,CEFR,CEFR_numeric,word_length,syllable_count,POS,frequency,POS_adjective,POS_adverb,POS_noun,POS_unknown,POS_verb
average,A2,2,7,4,noun,5.16,0,0,1,0,0
avoid,A2,2,5,2,verb,4.87,0,0,0,0,1
await,B2,4,5,2,verb,3.63,0,0,0,0,1
awake,A1,1,5,3,verb,4.14,0,0,0,0,1
award,A2,2,5,2,noun,4.88,0,0,1,0,0
award,B1,3,5,2,noun,4.88,0,0,1,0,0
aware,B1,3,5,3,adjective,4.78,1,0,0,0,0
awareness,B1,3,9,4,noun,4.44,0,0,1,0,0
away,A1,1,4,2,adjective,5.62,1,0,0,0,0
awe,B2,4,3,1,noun,3.8,0,0,1,0,0
awesome,B1,3,7,4,adjective,4.92,1,0,0,0,0
awful,A2,2,5,2,adjective,4.46,1,0,0,0,0
awkward,B1,3,7,2,adjective,4.29,1,0,0,0,0
ax/axe,B2,4,6,3,unknown,3.21,0,0,0,1,0
axis,B2,4,4,2,noun,4.02,0,0,1,0,0
baby,A1,1,4,2,noun,5.26,0,0,1,0,0
babysit,B1,3,7,3,unknown,3.03,0,0,0,1,0
babysitter,B1,3,10,4,noun,3.21,0,0,1,0,0
back,A2,2,4,1,noun,6.04,0,0,1,0,0
back,A1,1,4,1,noun,6.04,0,0,1,0,0
back,B1,3,4,1,noun,6.04,0,0,1,0,0
backache,B1,3,8,3,noun,2.22,0,0,1,0,0
background,A2,2,10,2,noun,4.77,0,0,1,0,0
backpack,B1,3,8,2,noun,3.78,0,0,1,0,0
backpacker,B1,3,10,3,noun,2.64,0,0,1,0,0
backpacking,B1,3,11,3,noun,3.0,0,0,1,0,0
backup,B2,4,6,2,noun,4.21,0,0,1,0,0
backward/backwards,B2,4,18,4,unknown,3.54,0,0,0,1,0
backyard,B2,4,8,2,noun,3.87,0,0,1,0,0
bacon,B1,3,5,2,noun,4.15,0,0,1,0,0
bad,A1,1,3,1,noun,5.53,0,0,1,0,0
badge,B2,4,5,2,noun,4.02,0,0,1,0,0
badly,A2,2,5,2,adverb,4.44,0,1,0,0,0
badminton,A2,2,9,3,noun,3.28,0,0,1,0,0
bad-tempered,B2,4,12,4,adjective,3.53,1,0,0,0,0
bag,A1,1,3,1,noun,4.79,0,0,1,0,0
baggage,B1,3,7,3,noun,3.74,0,0,1,0,0
bake,A2,2,4,1,verb,3.91,0,0,0,0,1
baker,B1,3,5,2,noun,4.23,0,0,1,0,0
bakery,B1,3,6,3,noun,3.67,0,0,1,0,0
balance,B1,3,7,3,noun,4.76,0,0,1,0,0
balance,B2,4,7,3,noun,4.76,0,0,1,0,0
balanced,B2,4,8,3,verb,4.18,0,0,0,0,1
balcony,A2,2,7,3,noun,3.78,0,0,1,0,0
bald,B1,3,4,1,verb,3.83,0,0,0,0,1
balky,B2,4,5,2,adjective,1.57,1,0,0,0,0
ball,A1,1,4,1,noun,5.04,0,0,1,0,0
ballad,B2,4,6,2,noun,3.42,0,0,1,0,0
ballet,B2,4,6,2,noun,3.95,0,0,1,0,0
balloon,A2,2,7,2,noun,3.9,0,0,1,0,0
ballot,B2,4,6,2,noun,4.06,0,0,1,0,0
ban,B2,4,3,1,noun,4.55,0,0,1,0,0
banana,A1,1,6,3,noun,4.0,0,0,1,0,0
band,A1,1,4,1,noun,4.92,0,0,1,0,0
bandage,B1,3,7,3,noun,3.24,0,0,1,0,0
bang,B1,3,4,1,noun,4.32,0,0,1,0,0
bank,A1,1,4,1,noun,5.16,0,0,1,0,0
bank,A2,2,4,1,noun,5.16,0,0,1,0,0
bank account,B1,3,12,3,unknown,4.88,0,0,0,1,0
banker,B2,4,6,2,noun,3.78,0,0,1,0,0
banking,A2,2,7,2,noun,4.35,0,0,1,0,0
bankrupt,B2,4,8,2,noun,3.73,0,0,1,0,0
bankruptcy,B2,4,10,3,noun,4.11,0,0,1,0,0
bar,A1,1,3,1,noun,4.94,0,0,1,0,0
bar,B1,3,3,1,noun,4.94,0,0,1,0,0
barbecue,A2,2,8,3,noun,3.62,0,0,1,0,0
barbecue,B1,3,8,3,noun,3.62,0,0,1,0,0
barber,A2,2,6,2,noun,3.81,0,0,1,0,0
barbershop,B2,4,10,3,noun,2.99,0,0,1,0,0
bare,B1,3,4,1,verb,4.18,0,0,0,0,1
bare,B2,4,4,1,verb,4.18,0,0,0,0,1
barely,B1,3,6,3,adverb,4.49,0,1,0,0,0
bargain,A2,2,7,2,noun,3.95,0,0,1,0,0
bargain,B2,4,7,2,noun,3.95,0,0,1,0,0
bark,B1,3,4,1,noun,3.85,0,0,1,0,0
bark,B2,4,4,1,noun,3.85,0,0,1,0,0
barley,B2,4,6,2,noun,3.49,0,0,1,0,0
barman,B1,3,6,2,noun,2.77,0,0,1,0,0
barn,B2,4,4,1,noun,3.99,0,0,1,0,0
barometer,B2,4,9,4,noun,3.18,0,0,1,0,0
barrel,B1,3,6,2,noun,4.17,0,0,1,0,0
barren,B2,4,6,2,noun,3.4,0,0,1,0,0
barrier,B2,4,7,2,noun,4.15,0,0,1,0,0
bartender,B2,4,9,3,noun,3.5,0,0,1,0,0
base,A2,2,4,1,noun,5.05,0,0,1,0,0
base,B1,3,4,1,noun,5.05,0,0,1,0,0
baseball,A1,1,8,3,noun,4.54,0,0,1,0,0
basement,B1,3,8,3,noun,4.18,0,0,1,0,0
basic,A2,2,5,2,noun,4.89,0,0,1,0,0
basically,A2,2,9,4,adverb,4.63,0,1,0,0,0
basin,B1,3,5,2,noun,4.08,0,0,1,0,0
basis,B1,3,5,2,noun,4.81,0,0,1,0,0
basket,A2,2,6,2,noun,4.07,0,0,1,0,0
basketball,A1,1,10,3,noun,4.56,0,0,1,0,0
bat,A1,1,3,1,noun,4.3,0,0,1,0,0
bat,B1,3,3,1,noun,4.3,0,0,1,0,0
batch,A2,2,5,1,noun,3.91,0,0,1,0,0
bath,A1,1,4,1,noun,4.44,0,0,1,0,0
bathe,B1,3,5,1,noun,3.22,0,0,1,0,0
bathhouse,B2,4,9,3,noun,2.66,0,0,1,0,0
bathroom,A1,1,8,2,noun,4.54,0,0,1,0,0
battery,A2,2,7,3,noun,4.52,0,0,1,0,0
battle,B1,3,6,2,noun,4.94,0,0,1,0,0
battlefield,B2,4,11,3,noun,3.93,0,0,1,0,0
bay,A2,2,3,1,noun,4.73,0,0,1,0,0
be,A1,1,2,1,noun,6.79,0,0,1,0,0
beach,A1,1,5,1,noun,4.92,0,0,1,0,0
beagle,B2,4,6,2,noun,3.06,0,0,1,0,0
beak,B2,4,4,1,noun,3.3,0,0,1,0,0
beam,B2,4,4,1,noun,4.14,0,0,1,0,0
bean,A1,1,4,1,noun,3.98,0,0,1,0,0
bear,A1,1,4,1,noun,4.71,0,0,1,0,0
bear,A2,2,4,1,noun,4.71,0,0,1,0,0
beard,B1,3,5,1,noun,4.07,0,0,1,0,0
bearing,B2,4,7,2,noun,4.22,0,0,1,0,0
beast,B1,3,5,1,noun,4.29,0,0,1,0,0
beat,B2,4,4,1,noun,5.01,0,0,1,0,0
beat,B1,3,4,1,noun,5.01,0,0,1,0,0
beautiful,A1,1,9,3,adjective,5.22,1,0,0,0,0
beautifully,B1,3,11,4,adverb,3.92,0,1,0,0,0
beautify,B2,4,8,3,verb,2.51,0,0,0,0,1
beauty,A2,2,6,2,noun,4.75,0,0,1,0,0
beaver,B1,3,6,2,noun,3.61,0,0,1,0,0
because,A1,1,7,3,unknown,6.03,0,0,0,1,0
because of,B1,3,10,4,unknown,6.01,0,0,0,1,0
become,A1,1,6,3,verb,5.4,0,0,0,0,1
bed,A1,1,3,1,noun,5.07,0,0,1,0,0
bedroom,A1,1,7,2,noun,4.46,0,0,1,0,0
bedside,B1,3,7,3,noun,3.35,0,0,1,0,0
bee,A1,1,3,1,noun,4.09,0,0,1,0,0
beef,A1,1,4,1,noun,4.29,0,0,1,0,0
been,A2,2,4,1,verb,6.27,0,0,0,0,1
beer,A2,2,4,1,noun,4.7,0,0,1,0,0
before,A1,1,6,3,adverb,5.93,0,1,0,0,0
before,A2,2,6,3,adverb,5.93,0,1,0,0,0
beg,A2,2,3,1,verb,4.05,0,0,0,0,1
begin,A1,1,5,2,noun,4.84,0,0,1,0,0
beginner,A2,2,8,3,noun,3.52,0,0,1,0,0
beginning,A2,2,9,3,noun,5.0,0,0,1,0,0
behalf,B1,3,6,2,noun,4.42,0,0,1,0,0
behave,B1,3,6,3,verb,4.0,0,0,0,0,1
behavior/behaviour,A2,2,18,6,unknown,4.19,0,0,0,1,0
behind,A1,1,6,2,noun,5.29,0,0,1,0,0
being,A2,2,5,1,noun,5.95,0,0,1,0,0
belief,B1,3,6,2,noun,4.46,0,0,1,0,0
believe,A1,1,7,3,verb,5.51,0,0,0,0,1
bell,A1,1,4,1,noun,4.59,0,0,1,0,0
bellow,B2,4,6,2,noun,2.79,0,0,1,0,0
belly,A2,2,5,2,noun,4.1,0,0,1,0,0
belong,A2,2,6,2,verb,4.38,0,0,0,0,1
belongings,B2,4,10,3,noun,3.56,0,0,1,0,0
beloved,B1,3,7,3,noun,4.17,0,0,1,0,0
below,A1,1,5,2,adverb,5.05,0,1,0,0,0
belt,A2,2,4,1,noun,4.42,0,0,1,0,0
bench,A2,2,5,1,noun,4.39,0,0,1,0,0
bend,B2,4,4,1,noun,4.13,0,0,1,0,0
bend,A2,2,4,1,noun,4.13,0,0,1,0,0
beneath,B1,3,7,2,adverb,4.24,0,1,0,0,0
beneficial,B2,4,10,4,adjective,4.08,1,0,0,0,0
benefit,B1,3,7,3,noun,4.82,0,0,1,0,0
benefit,B2,4,7,3,noun,4.82,0,0,1,0,0
benevolence,B2,4,11,5,noun,2.78,0,0,1,0,0
benevolent,B2,4,10,4,adjective,3.34,1,0,0,0,0
bent,B1,3,4,1,noun,3.99,0,0,1,0,0
berry,B2,4,5,2,noun,3.97,0,0,1,0,0
beside,A1,1,6,3,unknown,4.19,0,0,0,1,0
besides,A2,2,7,3,adverb,4.63,0,1,0,0,0
besides,B1,3,7,3,adverb,4.63,0,1,0,0,0
best,A1,1,4,1,noun,5.84,0,0,1,0,0
bestow,B2,4,6,2,verb,2.98,0,0,0,0,1
bestseller,B2,4,10,3,noun,3.34,0,0,1,0,0
bet,B1,3,3,1,noun,4.79,0,0,1,0,0
betray,B2,4,6,2,verb,3.42,0,0,0,0,1
better,A1,1,6,2,noun,5.76,0,0,1,0,0
better,A2,2,6,2,noun,5.76,0,0,1,0,0
between,A1,1,7,2,adverb,5.77,0,1,0,0,0
bewilder,B2,4,8,3,verb,1.74,0,0,0,0,1
bewilderment,B2,4,12,4,noun,2.63,0,0,1,0,0
beyond,A2,2,6,1,adverb,4.98,0,1,0,0,0
bicycle,A1,1,7,3,noun,3.98,0,0,1,0,0
bid,B2,4,3,1,noun,4.4,0,0,1,0,0
bidding,B2,4,7,2,noun,3.81,0,0,1,0,0
big,A1,1,3,1,adjective,5.67,1,0,0,0,0
bike,A1,1,4,1,noun,4.53,0,0,1,0,0
bikini,B2,4,6,3,noun,3.7,0,0,1,0,0
bilingual,B1,3,9,3,noun,3.52,0,0,1,0,0
bill,A2,2,4,1,noun,5.15,0,0,1,0,0
bill,B1,3,4,1,noun,5.15,0,0,1,0,0
billion,B2,4,7,2,noun,4.75,0,0,1,0,0
bin,B1,3,3,1,noun,4.22,0,0,1,0,0
bind,B2,4,4,1,noun,3.75,0,0,1,0,0
bio,B2,4,3,1,unknown,4.07,0,0,0,1,0
biochemistry,B1,3,12,4,noun,3.36,0,0,1,0,0
biography,B1,3,9,3,noun,3.89,0,0,1,0,0
biological,B2,4,10,4,adjective,4.31,1,0,0,0,0
biology,B1,3,7,3,noun,4.22,0,0,1,0,0
biotechnology,B2,4,13,5,noun,3.42,0,0,1,0,0
bird,A1,1,4,1,noun,4.63,0,0,1,0,0
birdcage,B2,4,8,3,noun,2.45,0,0,1,0,0
birth,A1,1,5,1,noun,4.77,0,0,1,0,0
birthday,A1,1,8,2,noun,4.76,0,0,1,0,0
birthplace,B2,4,10,3,noun,3.37,0,0,1,0,0
biscuit,A1,1,7,2,noun,3.45,0,0,1,0,0
bishop,B1,3,6,2,noun,4.38,0,0,1,0,0
bit,A2,2,3,1,noun,5.37,0,0,1,0,0
bite,A2,2,4,1,noun,4.31,0,0,1,0,0
bite,B1,3,4,1,noun,4.31,0,0,1,0,0
bitter,B1,3,6,2,noun,4.21,0,0,1,0,0
bitterly,B2,4,8,3,adverb,3.29,0,1,0,0,0
bizarre,B2,4,7,3,adjective,4.02,1,0,0,0,0
black,A1,1,5,1,noun,5.46,0,0,1,0,0
blackboard,A2,2,10,2,noun,3.02,0,0,1,0,0
blade,B2,4,5,2,noun,4.19,0,0,1,0,0
blame,B1,3,5,2,noun,4.63,0,0,1,0,0
blame,A2,2,5,2,noun,4.63,0,0,1,0,0
blank,A1,1,5,1,noun,4.14,0,0,1,0,0
blanket,A2,2,7,2,noun,4.07,0,0,1,0,0
blast,B2,4,5,1,noun,4.32,0,0,1,0,0
blaze,B2,4,5,2,noun,3.69,0,0,1,0,0
bleed,B1,3,5,1,verb,3.72,0,0,0,0,1
blend,B2,4,5,1,noun,3.95,0,0,1,0,0
blend,B1,3,5,1,noun,3.95,0,0,1,0,0
bless,B1,3,5,1,verb,4.17,0,0,0,0,1
blessing,B1,3,8,2,noun,4.06,0,0,1,0,0
blind,B1,3,5,1,noun,4.52,0,0,1,0,0
blindly,B2,4,7,2,adverb,3.32,0,1,0,0,0
blindness,B2,4,9,2,noun,3.44,0,0,1,0,0
blink,B2,4,5,1,noun,3.73,0,0,1,0,0
block,A1,1,5,1,noun,4.88,0,0,1,0,0
block,B1,3,5,1,noun,4.88,0,0,1,0,0
blog,B1,3,4,1,noun,4.73,0,0,1,0,0
blogger,B1,3,7,2,noun,3.85,0,0,1,0,0
blonde,A2,2,6,2,noun,4.04,0,0,1,0,0
blood,A2,2,5,1,noun,5.1,0,0,1,0,0
bloodstream,B2,4,11,2,noun,3.16,0,0,1,0,0
bloody,B2,4,6,2,verb,4.28,0,0,0,0,1
bloom,A2,2,5,1,noun,3.93,0,0,1,0,0
blooming,B2,4,8,2,noun,3.33,0,0,1,0,0
blossom,B2,4,7,2,noun,3.62,0,0,1,0,0
blow,A2,2,4,1,noun,4.59,0,0,1,0,0
blow,A1,1,4,1,noun,4.59,0,0,1,0,0
blue,A1,1,4,1,noun,5.13,0,0,1,0,0
blur,B2,4,4,1,noun,3.55,0,0,1,0,0
blurt,B2,4,5,1,verb,2.48,0,0,0,0,1
blush,B1,3,5,1,noun,3.56,0,0,1,0,0
blush,B2,4,5,1,noun,3.56,0,0,1,0,0
board,A1,1,5,1,noun,5.24,0,0,1,0,0
board,B1,3,5,1,noun,5.24,0,0,1,0,0
board game,A2,2,10,3,unknown,5.12,0,0,0,1,0
boast,B1,3,5,1,noun,3.51,0,0,1,0,0
boat,A1,1,4,1,noun,4.71,0,0,1,0,0
body,A1,1,4,2,noun,5.4,0,0,1,0,0
boil,A2,2,4,1,noun,3.83,0,0,1,0,0
boiled,A2,2,6,2,verb,3.68,0,0,0,0,1
boiling,B2,4,7,2,noun,3.75,0,0,1,0,0
bold,B1,3,4,1,noun,4.26,0,0,1,0,0
bold,B2,4,4,1,noun,4.26,0,0,1,0,0
boldly,B1,3,6,2,adverb,3.28,0,1,0,0,0
bolt,B2,4,4,1,noun,4.04,0,0,1,0,0
bomb,B1,3,4,1,noun,4.6,0,0,1,0,0
bombard,B2,4,7,2,noun,2.74,0,0,1,0,0
bomber,B2,4,6,2,noun,3.88,0,0,1,0,0
bombing,B2,4,7,2,noun,4.09,0,0,1,0,0
bond,B1,3,4,1,noun,4.59,0,0,1,0,0
bone,A1,1,4,1,noun,4.47,0,0,1,0,0
bonus,A2,2,5,2,noun,4.45,0,0,1,0,0
bony,B2,4,4,2,adjective,3.25,1,0,0,0,0
book,A1,1,4,1,noun,5.43,0,0,1,0,0
book,B1,3,4,1,noun,5.43,0,0,1,0,0
bookcase,A2,2,8,3,noun,2.78,0,0,1,0,0
booking,B1,3,7,2,noun,3.86,0,0,1,0,0
bookish,B2,4,7,2,adjective,2.57,1,0,0,0,0
booklet,B2,4,7,2,noun,3.53,0,0,1,0,0
bookmark,B2,4,8,2,noun,3.04,0,0,1,0,0
bookshelf,A2,2,9,2,noun,2.92,0,0,1,0,0
bookshop,A2,2,8,2,noun,3.11,0,0,1,0,0
bookstore,A1,1,9,3,noun,3.42,0,0,1,0,0
boom,B1,3,4,1,noun,4.33,0,0,1,0,0
boost,B2,4,5,1,noun,4.41,0,0,1,0,0
boot,B1,3,4,1,noun,4.19,0,0,1,0,0
booth,B2,4,5,1,noun,4.1,0,0,1,0,0
border,B1,3,6,2,noun,4.7,0,0,1,0,0
bore,B1,3,4,1,noun,3.93,0,0,1,0,0
bored,A2,2,5,2,verb,4.2,0,0,0,0,1
boredom,B1,3,7,3,noun,3.46,0,0,1,0,0
boring,A1,1,6,2,noun,4.43,0,0,1,0,0
borrow,A1,1,6,2,verb,4.0,0,0,0,0,1
boss,A2,2,4,1,noun,4.76,0,0,1,0,0
bossy,B2,4,5,2,adjective,2.97,1,0,0,0,0
botany,B2,4,6,3,noun,3.38,0,0,1,0,0
both,A1,1,4,1,adjective,5.79,1,0,0,0,0
bother,B1,3,6,2,noun,4.39,0,0,1,0,0
bother,A2,2,6,2,noun,4.39,0,0,1,0,0
bothered,B2,4,8,3,verb,3.96,0,0,0,0,1
bothersome,B2,4,10,4,adjective,2.68,1,0,0,0,0
bottle,A1,1,6,2,noun,4.57,0,0,1,0,0
bottle,B2,4,6,2,noun,4.57,0,0,1,0,0
bottom,A1,1,6,2,noun,4.84,0,0,1,0,0
bounce,B2,4,6,2,noun,4.02,0,0,1,0,0
bounce,B1,3,6,2,noun,4.02,0,0,1,0,0
bound,B1,3,5,1,noun,4.46,0,0,1,0,0
bourbon,B2,4,7,2,noun,3.6,0,0,1,0,0
bow,B1,3,3,1,noun,4.3,0,0,1,0,0
bow,B2,4,3,1,noun,4.3,0,0,1,0,0
bowl,A1,1,4,1,noun,4.63,0,0,1,0,0
bowl,B1,3,4,1,noun,4.63,0,0,1,0,0
box,A1,1,3,1,noun,5.04,0,0,1,0,0
boxer,B2,4,5,2,noun,3.74,0,0,1,0,0
boxing,B1,3,6,2,noun,4.17,0,0,1,0,0
boy,A1,1,3,1,noun,5.17,0,0,1,0,0
boyfriend,A1,1,9,2,noun,4.59,0,0,1,0,0
bra,A2,2,3,1,noun,3.85,0,0,1,0,0
bracelet,B1,3,8,3,noun,3.7,0,0,1,0,0
bracket,B2,4,7,2,noun,3.84,0,0,1,0,0
brag,B2,4,4,1,noun,3.49,0,0,1,0,0
brain,A1,1,5,1,noun,4.94,0,0,1,0,0
brainstorm,A2,2,10,2,noun,2.85,0,0,1,0,0
brainstorming,B1,3,13,3,noun,2.92,0,0,1,0,0
brake,A2,2,5,2,noun,3.95,0,0,1,0,0
brake,B2,4,5,2,noun,3.95,0,0,1,0,0
branch,A2,2,6,1,noun,4.58,0,0,1,0,0
branch,B1,3,6,1,noun,4.58,0,0,1,0,0
brand,A2,2,5,1,noun,4.83,0,0,1,0,0
brand-new,B1,3,9,2,adjective,4.81,1,0,0,0,0
brass,B1,3,5,1,noun,4.05,0,0,1,0,0
brave,A2,2,5,2,noun,4.33,0,0,1,0,0
bravely,B1,3,7,3,adverb,3.27,0,1,0,0,0
bravery,B2,4,7,3,noun,3.59,0,0,1,0,0
bread,A1,1,5,1,noun,4.5,0,0,1,0,0
break,A2,2,5,1,noun,5.18,0,0,1,0,0
break,A1,1,5,1,noun,5.18,0,0,1,0,0
breakable,B2,4,9,3,noun,2.42,0,0,1,0,0
breakdown,B2,4,9,2,noun,4.1,0,0,1,0,0
breakfast,A1,1,9,2,noun,4.61,0,0,1,0,0
breakthrough,B1,3,12,2,noun,3.83,0,0,1,0,0
breakup,B2,4,7,2,noun,3.64,0,0,1,0,0
breast,B1,3,6,1,noun,4.35,0,0,1,0,0
breath,B1,3,6,1,noun,4.52,0,0,1,0,0
breathe,A1,1,7,2,verb,4.26,0,0,0,0,1
breathless,B1,3,10,2,adjective,3.19,1,0,0,0,0
breathtaking,B2,4,12,3,adjective,3.6,1,0,0,0,0
breed,B2,4,5,1,noun,4.08,0,0,1,0,0
breed,B1,3,5,1,noun,4.08,0,0,1,0,0
breeding,B1,3,8,2,noun,4.08,0,0,1,0,0
breeze,A2,2,6,2,noun,3.86,0,0,1,0,0
breezy,B2,4,6,2,adjective,3.12,1,0,0,0,0
brewery,B2,4,7,3,noun,3.66,0,0,1,0,0
brick,B1,3,5,1,noun,4.25,0,0,1,0,0
bride,A2,2,5,2,noun,4.08,0,0,1,0,0
bridge,A1,1,6,2,noun,4.77,0,0,1,0,0
brief,B1,3,5,1,noun,4.52,0,0,1,0,0
briefly,B1,3,7,2,adverb,4.22,0,1,0,0,0
bright,A1,1,6,1,adjective,4.61,1,0,0,0,0
brightly,B1,3,8,2,adverb,3.44,0,1,0,0,0
brilliant,A2,2,9,2,adjective,4.55,1,0,0,0,0
brilliantly,B2,4,11,3,adverb,3.46,0,1,0,0,0
bring,A1,1,5,1,verb,5.27,0,0,0,0,1
broad,B1,3,5,1,noun,4.53,0,0,1,0,0
broadband,B2,4,9,2,adjective,3.69,1,0,0,0,0
broadcast,B1,3,9,2,noun,4.39,0,0,1,0,0
broadcast,B2,4,9,2,noun,4.39,0,0,1,0,0
broadcaster,B2,4,11,3,noun,3.63,0,0,1,0,0
broaden,B2,4,7,2,verb,3.3,0,0,0,0,1
broadly,B2,4,7,2,adverb,3.82,0,1,0,0,0
broccoli,B1,3,8,3,noun,3.5,0,0,1,0,0
brochure,B2,4,8,3,noun,3.37,0,0,1,0,0
broken,A1,1,6,2,verb,4.88,0,0,0,0,1
bronze,B1,3,6,2,noun,4.2,0,0,1,0,0
brother,A1,1,7,2,noun,5.11,0,0,1,0,0
brotherhood,B1,3,11,3,noun,3.85,0,0,1,0,0
brother-in-law,B2,4,14,4,noun,4.95,0,0,1,0,0
brown,A1,1,5,1,noun,5.01,0,0,1,0,0
brown,A2,2,5,1,noun,5.01,0,0,1,0,0
browse,B2,4,6,2,noun,3.59,0,0,1,0,0
browser,B2,4,7,2,noun,3.89,0,0,1,0,0
bruise,B2,4,6,2,noun,3.18,0,0,1,0,0
brush,A1,1,5,1,noun,4.23,0,0,1,0,0
bubble,B1,3,6,2,noun,4.16,0,0,1,0,0
bucket,A1,1,6,2,noun,4.07,0,0,1,0,0
bud,B2,4,3,1,noun,4.08,0,0,1,0,0
buddy,B1,3,5,2,noun,4.4,0,0,1,0,0
budget,B2,4,6,2,noun,4.82,0,0,1,0,0
budget,A2,2,6,2,noun,4.82,0,0,1,0,0
bug,A2,2,3,1,noun,4.2,0,0,1,0,0
build,A1,1,5,1,noun,5.04,0,0,1,0,0
builder,B1,3,7,2,noun,3.85,0,0,1,0,0
building,A1,1,8,2,noun,5.29,0,0,1,0,0
bulb,A2,2,4,1,noun,3.66,0,0,1,0,0
bulimia,B2,4,7,3,noun,2.72,0,0,1,0,0
bull,B1,3,4,1,noun,4.34,0,0,1,0,0
bullet,B1,3,6,2,noun,4.24,0,0,1,0,0
bulletin,B1,3,8,3,noun,3.79,0,0,1,0,0
bully,B2,4,5,2,noun,3.87,0,0,1,0,0
bum,B2,4,3,1,noun,3.75,0,0,1,0,0
bump,B1,3,4,1,noun,3.98,0,0,1,0,0
bumper,B2,4,6,2,noun,3.69,0,0,1,0,0
bun,B2,4,3,1,noun,3.56,0,0,1,0,0
bunch,B1,3,5,1,noun,4.57,0,0,1,0,0
burden,B1,3,6,2,noun,4.23,0,0,1,0,0
burden,B2,4,6,2,noun,4.23,0,0,1,0,0
burdensome,B2,4,10,4,adjective,2.85,1,0,0,0,0
bureau,B1,3,6,2,noun,4.41,0,0,1,0,0
bureaucracy,B2,4,11,4,noun,3.55,0,0,1,0,0
burger,A1,1,6,2,noun,4.07,0,0,1,0,0
burglar,B1,3,7,2,noun,3.34,0,0,1,0,0
burglary,B2,4,8,3,noun,3.44,0,0,1,0,0
burgle,B2,4,6,2,verb,2.01,0,0,0,0,1
burial,B2,4,6,2,noun,3.9,0,0,1,0,0
burn,A2,2,4,1,noun,4.53,0,0,1,0,0
burn,B1,3,4,1,noun,4.53,0,0,1,0,0
burning,B1,3,7,2,noun,4.5,0,0,1,0,0
burst,B1,3,5,1,noun,4.15,0,0,1,0,0
bury,A2,2,4,2,verb,3.89,0,0,0,0,1
bus,A1,1,3,1,noun,4.83,0,0,1,0,0
bus station,A2,2,11,3,unknown,4.61,0,0,0,1,0
bus stop,A2,2,8,2,unknown,4.75,0,0,0,1,0
bush,A2,2,4,1,noun,4.49,0,0,1,0,0
business,A1,1,8,3,noun,5.56,0,0,1,0,0
businessman,A2,2,11,4,noun,3.95,0,0,1,0,0
businesswoman,A2,2,13,5,noun,2.95,0,0,1,0,0
bust,B1,3,4,1,noun,4.04,0,0,1,0,0
bustle,B2,4,6,2,noun,2.98,0,0,1,0,0
bustling,B2,4,8,2,verb,3.16,0,0,0,0,1
busy,A1,1,4,2,verb,4.75,0,0,0,0,1
but,A1,1,3,1,adverb,6.63,0,1,0,0,0
but,B1,3,3,1,adverb,6.63,0,1,0,0,0
butcher,B1,3,7,2,noun,3.75,0,0,1,0,0
butcher,B2,4,7,2,noun,3.75,0,0,1,0,0
butter,A1,1,6,2,noun,4.4,0,0,1,0,0
butterfly,A1,1,9,3,noun,3.93,0,0,1,0,0
button,A1,1,6,2,noun,4.56,0,0,1,0,0
buy,A1,1,3,1,noun,5.32,0,0,1,0,0
buyer,B1,3,5,1,noun,4.03,0,0,1,0,0
buzz,B2,4,4,1,noun,4.05,0,0,1,0,0
by,A1,1,2,1,adverb,6.66,0,1,0,0,0
bye,A1,1,3,1,noun,4.39,0,0,1,0,0
cab,A2,2,3,1,noun,3.95,0,0,1,0,0
cabbage,B1,3,7,3,noun,3.55,0,0,1,0,0
cabin,B1,3,5,2,noun,4.13,0,0,1,0,0
cabinet,B2,4,7,3,noun,4.49,0,0,1,0,0
cable,B2,4,5,2,noun,4.54,0,0,1,0,0
cafe/café,A1,1,9,3,unknown,3.59,0,0,0,1,0
cafeteria,A2,2,9,4,noun,3.44,0,0,1,0,0
cage,B1,3,4,1,noun,4.13,0,0,1,0,0
cake,A1,1,4,1,noun,4.53,0,0,1,0,0
calculate,B1,3,9,4,verb,3.87,0,0,0,0,1
calculation,B1,3,11,4,noun,3.76,0,0,1,0,0
calculator,B1,3,10,4,noun,3.56,0,0,1,0,0
calendar,A2,2,8,3,noun,4.3,0,0,1,0,0
calf,B1,3,4,1,noun,3.71,0,0,1,0,0
call,A1,1,4,1,noun,5.51,0,0,1,0,0
call,A2,2,4,1,noun,5.51,0,0,1,0,0
caller,B1,3,6,2,noun,3.61,0,0,1,0,0
calm,B1,3,4,1,noun,4.54,0,0,1,0,0
calmly,B2,4,6,2,adverb,3.56,0,1,0,0,0
calmness,B1,3,8,2,noun,2.89,0,0,1,0,0
camel,B1,3,5,2,noun,3.64,0,0,1,0,0
camera,A1,1,6,3,noun,4.87,0,0,1,0,0
camp,A1,1,4,1,noun,4.79,0,0,1,0,0
camp,A2,2,4,1,noun,4.79,0,0,1,0,0
campaign,B2,4,8,2,noun,5.0,0,0,1,0,0
camping,A2,2,7,2,noun,4.0,0,0,1,0,0
campsite,B1,3,8,3,noun,3.09,0,0,1,0,0
campus,A2,2,6,2,noun,4.51,0,0,1,0,0
can,A1,1,3,1,noun,6.46,0,0,1,0,0
can,A2,2,3,1,noun,6.46,0,0,1,0,0
canal,B1,3,5,2,noun,4.22,0,0,1,0,0
cancel,B1,3,6,2,noun,4.18,0,0,1,0,0
cancer,B1,3,6,2,noun,4.93,0,0,1,0,0
